Hinglish,hindi
mahsus,महसूस
jeene,जीने
jiine,जीने
jine,जीने
jeeney,जीने
aarzoo,आरज़ू
aarzuu,आरज़ू
arazu,आरज़ू
aarzu,आरज़ू
aarazu,आरज़ू
aarazuu,आरज़ू
arzoo,आरज़ू
aarzo,आरज़ू
aanch,आँच
aach,आँच
saans,साँस
saas,साँस
saaans,साँस
saanson,साँसों
sulagne,सुलगने
sulagane,सुलगने
lagte,लगते
lagate,लगते
dilaase,दिलासे
deta,देता
detaa,देता
uljha,उलझा
ulajha,उलझा
uljaa,उलझा
ulazaa,उलझा
ulajhaa,उलझा
munhzor,मंज़ूर
manzoor,मंज़ूर
manzur,मंज़ूर
manzuur,मंज़ूर
sargoshi,सरगोशी
saragoshi,सरगोशी
ghulii,घुली
ghuli,घुली
karta,करता
karata,करता
karataa,करता
kartaa,करता
kerta,करता
kartha,करता
behoshii,बेहोशी
behoshi,बेहोशी
behoshee,बेहोशी
raahon,राहों
rahon,राहों
raaho,राहों
baahon,बाहों
baaho,बाहों
baho,बाहों
bahon,बाहों
baahoin,बाहों
baanhon,बाहों
bahoon,बहून
banhon,बाहों
bahaon,बाहों
chaahon,चाहों
jiina,जीना
jinaa,जीना
jeenaa,जीना
jeena,जीना
jina,जीना
jiinaa,जीना
junuun,जुनूँ
junun,जुनूँ
junoon,जुनूँ
marna,मरना
marrna,मरना
marana,मरना
maranaa,मरना
marnaa,मरना
maut,मौत
mout,मौत
god,गोद
godi,गोद
godh,गोद
ruuh,रूह
ruh,रूह
ruhu,रूह
dubone,डुबोने
bijali,बिजली
bijli,बिजली
bijalee,बिजली
bijlee,बिजली
bijalii,बिजली
bijlii,बिजली
aap,आप
app,आप
ap,आप
mara,मर
jaante,जानते
jaanate,जानते
jante,जानते
kahenge,कहेंगे
albele,अलबेले
alabele,अलबेले
yeh,ये
yaha,यह
humsafar,हमसफ़र
hamasafar,हमसफ़र
humasafar,हमसफ़र
hamsafar,हमसफ़र
chalo,चल
denge,देंगे
dhenge,देंगे
deingey,देंगे
le,ले
lle,ले
jaayega,जाएगा
jaaega,जाएगा
jaayegaa,जाएगा
jayega,जाएगा
jaaegaa,जाएगा
jaanyega,जाएगा
jaaegya,जाएगा
jayeega,जाएगा
jidhar,जिधर
kho,खो
jaayege,जाएँगे
asar,असर
asara,असर
aasar,असर
lagata,लगता
lagataa,लगता
lagthaa,लगता
gayee,गये
gaee,गई
gayi,गई
toota,टूटा
tuuta,टूटा
tuutaa,टूटा
tuta,टूटा
tutaa,टूटा
teer,तीर
tiir,तीर
tir,तीर
tiira,तीर
rahakar,रहकर
rehkar,रहकर
rehakar,रहकर
rahkar,रहकर
tasvir,तस्वीर
tasveer,तस्वीर
tasviir,तस्वीर
tasaweer,तस्वीर
nind,नींद
niind,नींद
aati,आती
ati,आती
ahti,आती
aaraam,आराम
araam,आराम
aaram,आराम
baaten,बातें
baatein,बातें
baate,बातें
baithen,बातें
batein,बातें
kisse,किस्से
haradam,हरदम
hardam,हरदम
hardum,हरदम
darate,डरते
darte,डरते
darrte,डरते
anjaam,अंजाम
nazar,नज़र
nazer,नज़र
chaale,चले
varna,वरना
warna,वरना
varana,वरना
varanaa,वरना
varnaa,वरना
warana,वरना
waranaa,वरना
ghaayal,घायल
ghayal,घायल
gayal,घायल
karr,कर
ker,कर
jaata,जाता
jaataa,जाता
jata,जाता
jataa,जाता
jaate,जाता
agni,अग्नि
dekhte,देखते
dekhate,देखते
dektey,देखते
kum,कम
dete,देते
beqaabu,बेक़ाबू
beqaaboo,बेक़ाबू
bekaabu,बेक़ाबू
beqaabuu,बेक़ाबू
saamne,सामने
samne,सामने
saamane,सामने
samane,सामने
sammne,सामने
jaatey,जाते
jate,जाते
haseen,हसीन
hasin,हसीन
hasiin,हसीन
jawaan,जवान
javaan,जवान
jawan,जवान
javaana,जवान
sarhey,सारे
saaare,सारे
sare,सारे
khul,खुल
kaba,कब
kabh,कब
chhupenge,छुपेंगे
shaan,शान
shan,शान
eka,एक
roz,रोज़
arre,अरे
arey,अरे
are,अरे
arree,अरे
aare,अरे
maine,मैंने
mainne,मैंने
meine,मैंने
mainn,मैंने
banta,बनता
banata,बनता
banataa,बनता
bunataa,बनता
haath,हाथ
hath,हाथ
lo,लो
llo,लो
tak,तक
hoti,होती
hotii,होती
hotee,होती
hothi,होती
baithe,बैठे
baite,बैठे
kahein,कहें
kahen,कहें
aag,आग
agg,आग
ag,आग
lag,लग
liya,लिया
liyaa,लिया
waqt,वक़्त
vaqt,वक़्त
aage,आगे
aaghe,आगे
age,आगे
nikal,निकल
aapako,आपको
appko,आपको
aapko,आपको
apko,आपको
bhagvan,भगवान
bhgwaan,भगवान
bhagwan,भगवान
bhagawan,भगवान
apako,आपको
dekhataa,देखता
dekhata,देखता
dekhta,देखता
dekhthaa,देखता
jisse,जिसे
jisey,जिसे
mil,मिल
jaaen,जाएं
jaaein,जाएं
usaki,उसकी
uski,उसकी
usakii,उसकी
uskii,उसकी
usakee,उसकी
zindage,ज़िन्दगी
zinadagi,ज़िन्दगी
taarifen,तारीफ़ें
tarifein,तारीफ़ें
taarifein,तारीफ़ें
tareefein,तारीफ़ें
karake,करके
karke,करके
badanaam,बदनाम
badnaam,बदनाम
badanaama,बदनाम
badnam,बदनाम
badanam,बदनाम
aapakaa,आपका
aapka,आपका
aapaka,आपका
aapkaa,आपका
apaka,आपका
javaab,जवाब
jawab,जवाब
jawaab,जवाब
salaam,सलाम
salam,सलाम
chaahuun,चाहूँ
chaahun,चाहूँ
chaahoon,चाहूँ
chahoon,चाहूँ
likh,लिख
sochane,सोचने
sochney,सोचने
sochne,सोचने
maukaa,मौका
mauka,मौका
jaana,जाना
jaa,जा
jaun,जाऊँ
jubaan,जुबान
jaanaa,जानां
janaa,जानां
jaldi,जल्दी
jaldee,जल्दी
juldi,जल्दी
itanaa,इतना
itana,इतना
itna,इतना
itnaa,इतना
mat,मत
matt,मत
badh,बढ़
bad,बढ़
jana,जाना
jaanta,जाना
bade,बड़े
kuubasuurat,ख़ूबसूरत
koobasuurat,ख़ूबसूरत
kubasurat,ख़ूबसूरत
khubsoorat,ख़ूबसूरत
khubsurat,ख़ूबसूरत
chahey,चाहे
chhahe,चाहे
dilabar,दिलबर
dilbar,दिलबर
dilabara,दिलबर
dilbaar,दिलबर
dengi,देंगी
dengee,देंगी
batalaa,बतला
batla,बतला
batala,बतला
dije,दीजे
deeje,दीजे
soch,सोच
bataaenge,बताएंगे
bataayenge,बताएंगे
rahaa,रहा
rahan,रहा
kije,कीजे
kiije,कीजे
mile,मिले
miley,मिले
milen,मिले
puuchho,पूछो
pucho,पूछो
puchho,पूछो
poochho,पूछो
poocho,पूछो
puchcho,पूछो
poochhe,पूछो
band,बन्द
bandh,बन्द
bataauun,बताऊँ
bataun,बताऊँ
bataayuun,बताऊँ
bataaoon,बताऊँ
bataon,बताओं
bathaaun,बताऊँ
bataaun,बताऊँ
bataaoo,बताऊँ
bataoo,बताऊँ
bataoon,बताऊँ
battaun,बताऊँ
saathiyaa,साथिया
saathiya,साथिया
saathiyan,साथिया
sathiya,साथिया
saathiyaan,साथिया
dhintaanaa,धिन्ताना
luun,लूँ
loon,लूँ
lun,लूँ
loo,लूँ
itane,इतने
itne,इतने
karib,करीब
kariib,करीब
kareeb,करीब
qarib,करीब
nazadik,नज़दीक
nazdeek,नज़दीक
nazadeek,नज़दीक
najadik,नज़दीक
nazadiik,नज़दीक
nazdik,नज़दीक
dekh,देख
dek,देख
tadapataa,तड़पता
tadapta,तड़पता
tadapata,तड़पता
tadaptaa,तड़पता
karavat,करवट
karvat,करवट
karawat,करवट
karwat,करवट
badul,बदल
bdal,बदल
kasam,कसम
qasam,कसम
jaagi,जागी
jaagii,जागी
jaagee,जागी
jaage,जागी
nazaron,नज़रों
najaron,नज़रों
nazron,नज़रों
nazaro,नज़रों
nazaroon,नज़रों
nazro,नज़रों
raho,रहो
rahoo,रहो
gar,गर
umr,उम्र
umra,उम्र
umrr,उम्र
umar,उम्र
umre,उम्र
bahakataa,बहकता
bahakata,बहकता
bahakta,बहकता
bahekta,बहकता
behekta,बहकता
behakta,बहकता
honahaar,होनहार
honhaar,होनहार
pyaare,प्यारे
pyare,प्यारे
pyaere,प्यारे
bachche,बच्चे
bacche,बच्चे
kachche,कच्चे
kacche,कच्चे
sachche,सच्चे
sacche,सच्चे
saccche,सच्चे
butaauun,बुताऊँ
musibaton,मुसीबतों
museebaton,मुसीबतों
daro,डरो
darro,डरो
buzadil,बुज़दिल
maro,मरो
rote,रोते
naacho,नाचो
nacho,नाचो
naachon,नाचो
dukh,दुख
taan,तान
sinaa,सीना
seena,सीना
seenaa,सीना
siinaa,सीना
sina,सीना
dhum,धुम
andhiyaari,अंधियारी
andhiyari,अंधियारी
ghataayen,घटायें
ghataayein,घटायें
ghatayen,घटायें
kaari,कारी
hon,हों
raastaa,रास्ता
raasta,रास्ता
raasataa,रास्ता
rastaa,रास्ता
sunasaan,सुनसान
sunsaan,सुनसान
sunsan,सुनसान
tuufaan,तूफ़ान
toofaan,तूफ़ान
tufaan,तूफ़ान
toofan,तूफ़ान
tofaan,तूफ़ान
toofaann,तूफ़ान
paanv,पाँव
paao,पाँव
paon,पाँव
paaon,पाँव
paanw,पाँव
paau,पाँव
paav,पाँव
paaw,पाँव
panv,पाँव
majabuur,मजबूर
majabur,मजबूर
majaboor,मजबूर
majboor,मजबूर
majbur,मजबूर
majhboor,मजबूर
karoge,करोगे
rhi,रही
j,जा
ruk,रुक
rukk,रुक
rukh,रुक
ruka,रुक
jaaoge,जाओगे
jaayoge,जाओगे
jaoge,जाओगे
jaaogey,जाओगे
insaanon,इन्सानों
duhkh,दुःख
halkaan,हल्कान
apanaa,अपना
apnaa,अपना
apna,अपना
apana,अपना
appna,अपना
apnana,अपना
aapna,अपना
sab,सब
sub,सब
sabh,सब
saba,सब
qurabaan,क़ुरबान
qurbaan,क़ुरबान
bebas,बेबस
bebass,बेबस
bebus,बेबस
ujad,उजड़
ujaad,उजड़
ujada,उजड़
agar,अगर
aagar,अगर
aggar,अगर
barabaad,बरबाद
barbaad,बरबाद
barbad,बरबाद
barabad,बरबाद
barabaada,बरबाद
rooge,रोओगे
roooge,रोओगे
rowoge,रोओगे
jag,जग
jug,जग
jaga,जग
ladaai,लड़ाई
ladaayi,लड़ाई
ladaaii,लड़ाई
vatan,वतन
watan,वतन
ghuse,घुसे
lutere,लुटेरे
aazaadi,आज़ादी
azaaadi,आज़ादी
azadi,आज़ादी
